OP029_HDDS,OP012_monthly_food_expenditure,OP011_accessibility_tier,OP016_budget_share_pct,OP016_budget_share_tier,OP025_neighborhood_safety_index,OP025_neighborhood_safety_tier,OP033_diet_quality_tier,OP004_cleanliness,OP005_neighborhood_safety,OP006_reputation,OP007_infrastructure,OP008_marketing_regulation,OP009_travel_time,OP017_cooking_source,OP018_water_source,OP019_water_distance,OP003_price_motive,OP010_shopping_frequency,OP013_expenditure_time_unit,OP015_affordability_motive,OP021_health_motive,OP022_trust_motive,OP023_food_env_perception,OP028_frequency_variation
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
8.0,7500000.0,Close,37.5,Medium,2.0,High,Diverse,2.0,2.0,2.0,1.0,,1.0,electricity,yes,-1.0,0,64.0,day,0,1,0,2.0,15.05545305418162
8.0,10000000.0,Close,41.66666666666667,High,1.0,Low,Diverse,2.0,0.0,1.0,1.0,,5.0,electricity,yes,0.0,0,26.0,week,0,0,0,2.0,4.0824829046386295
9.0,6000000.0,Far,100.0,High,0.6666666666666666,Low,Diverse,0.0,0.0,2.0,1.0,,10.0,electricity,yes,-1.0,0,16.0,day,0,0,0,2.0,4.1311822359545785
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
12.0,12000000.0,,,,1.3333333333333333,Low,Diverse,1.0,1.0,2.0,1.0,,,electricity,yes,-1.0,0,30.0,day,0,0,0,2.0,12.24744871391589
9.0,6000000.0,Far,,,1.3333333333333333,Low,Diverse,1.0,2.0,1.0,,,20.0,gas,yes,,0,12.0,day,0,0,0,-1.0,3.3466401061363023
7.0,3000000.0,Far,50.0,High,1.6666666666666667,High,Diverse,2.0,2.0,1.0,,,20.0,gas,yes,,0,46.0,day,0,1,0,1.0,11.621818561080133
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
11.0,6000000.0,,6.0,Low,2.0,High,Diverse,2.0,2.0,2.0,-1.0,,,electricity,yes,-1.0,0,4.0,day,0,0,0,2.0,1.632993161855452
4.0,12000000.0,,16.0,Low,2.0,High,Adequate,2.0,2.0,2.0,-1.0,,,electricity,yes,-1.0,0,0.0,month,0,0,0,2.0,0.0
3.0,4000000.0,Close,20.0,Low,2.0,High,Poor,2.0,2.0,2.0,-1.0,,5.0,electricity,yes,-1.0,0,8.0,month,0,0,0,2.0,3.265986323710904
4.0,17000000.0,Close,22.666666666666664,Medium,2.0,High,Adequate,2.0,2.0,2.0,-1.0,,5.0,electricity,yes,-1.0,1,22.0,month,1,0,0,2.0,3.669695718539436
8.0,,Far,,,0.3333333333333333,Low,Diverse,-2.0,2.0,1.0,-1.0,,10.0,electricity,yes,-1.0,1,98.0,,1,0,0,-1.0,15.253414918196734
0.0,15000000.0,Close,,,2.0,High,Poor,2.0,2.0,2.0,,,3.0,electricity,yes,,0,71.0,month,0,0,0,2.0,14.344569239495016
8.0,12000000.0,Far,,,2.0,High,Diverse,2.0,2.0,2.0,1.0,,15.0,electricity,yes,-1.0,0,16.0,day,0,1,0,2.0,4.1311822359545785
11.0,12000000.0,Far,50.0,High,1.6666666666666667,High,Diverse,1.0,2.0,2.0,-1.0,,10.0,gas,yes,-1.0,0,26.0,day,0,0,0,2.0,3.2041639575194445
8.0,7000000.0,Close,22.950819672131143,Medium,1.6666666666666667,High,Diverse,1.0,2.0,2.0,,,5.0,electricity,yes,,0,42.0,month,0,0,0,2.0,11.713240371477058
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
6.0,15000000.0,Close,35.294117647058826,Medium,1.3333333333333333,Low,Adequate,1.0,2.0,1.0,,,2.0,gas,yes,,0,10.0,month,0,0,0,2.0,1.96638416050035
1.0,6000000.0,Close,,,1.6666666666666667,High,Poor,2.0,1.0,2.0,,,5.0,electricity,yes,,0,50.0,day,0,0,0,2.0,11.201190412927843
9.0,3000000.0,Close,35.294117647058826,Medium,2.0,High,Diverse,2.0,2.0,2.0,-1.0,,5.0,gas,yes,-1.0,0,102.0,month,0,0,0,2.0,14.463747785411636
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
6.0,8000000.0,Far,10.666666666666668,Low,1.3333333333333333,Low,Adequate,1.0,1.0,2.0,1.0,,7.0,electricity,yes,1.0,0,12.0,week,0,0,0,-1.0,3.3466401061363023
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
5.0,4000000.0,Far,20.0,Low,2.0,High,Adequate,2.0,2.0,2.0,,,10.0,gas,yes,,0,12.0,month,0,0,0,2.0,3.3466401061363023
0.0,7500000.0,Far,125.0,High,1.6666666666666667,High,Poor,1.0,2.0,2.0,,,6.0,electricity,yes,,0,38.0,day,0,1,0,2.0,12.027745701779144
11.0,15000000.0,Far,35.294117647058826,Medium,0.6666666666666666,Low,Diverse,0.0,1.0,1.0,1.0,,6.0,electricity,yes,-1.0,0,14.0,day,0,1,0,1.0,3.2041639575194436
0.0,,,,,,,Poor,,,,,,,,,,0,0.0,,0,0,0,,0.0
5.0,3000000.0,Close,,,2.0,High,Adequate,2.0,2.0,2.0,1.0,,2.0,electricity,yes,-1.0,0,98.0,day,0,0,0,2.0,15.253414918196734
10.0,8000000.0,Close,18.823529411764707,Low,0.0,Low,Diverse,-1.0,1.0,0.0,0.0,,3.0,electricity,yes,-1.0,0,20.0,week,0,1,0,2.0,3.9327683210007
11.0,9000000.0,Close,37.5,Medium,0.3333333333333333,Low,Diverse,-1.0,2.0,0.0,1.0,,3.0,electricity,yes,-1.0,0,13.0,day,0,1,0,2.0,3.2506409624359724
7.0,3000000.0,Far,50.0,High,2.0,High,Diverse,2.0,2.0,2.0,,,7.0,gas,yes,,0,90.0,month,0,0,0,2.0,16.431676725154983
7.0,,,,,1.6666666666666667,High,Diverse,2.0,1.0,2.0,,,,electricity,yes,,0,0.0,,0,0,0,2.0,0.0
12.0,10000000.0,Far,23.52941176470588,Medium,2.0,High,Diverse,2.0,2.0,2.0,,,7.0,electricity,yes,,0,94.0,month,0,0,0,2.0,15.769168230019828
6.0,3000000.0,Far,15.0,Low,2.0,High,Adequate,2.0,2.0,2.0,1.0,,8.0,electricity,yes,-1.0,0,10.0,month,0,0,0,2.0,3.2041639575194445
8.0,3000000.0,Close,20.0,Low,0.6666666666666666,Low,Diverse,1.0,-1.0,2.0,,,1.0,electricity,yes,,0,38.0,month,0,0,0,2.0,12.027745701779144
7.0,,,,,2.0,High,Diverse,2.0,2.0,2.0,-1.0,,,electricity,yes,-1.0,0,4.0,,0,0,0,2.0,1.632993161855452
8.0,,Far,,,2.0,High,Diverse,2.0,2.0,2.0,,,10.0,electricity,yes,,0,32.0,,0,0,1,2.0,12.110601416389969
0.0,,,,,2.0,High,Poor,2.0,,,-1.0,,,,,-1.0,0,0.0,,0,0,0,,0.0
6.0,3000000.0,Far,50.0,High,2.0,High,Adequate,2.0,2.0,2.0,,,10.0,gas,yes,,0,36.0,day,0,1,0,2.0,11.86591757935306
8.0,200000.0,Far,1.3333333333333337,Low,1.3333333333333333,Low,Diverse,2.0,1.0,1.0,,,8.0,electricity,yes,,0,17.0,month,0,0,0,2.0,4.020779360604939
9.0,3000000.0,,35.294117647058826,Medium,1.6666666666666667,High,Diverse,2.0,2.0,1.0,-1.0,,,gas,yes,-1.0,0,0.0,day,0,0,0,2.0,0.0
10.0,6000000.0,Close,70.58823529411765,High,0.6666666666666666,Low,Diverse,1.0,-1.0,2.0,,,3.0,electricity,yes,,0,40.0,day,0,1,0,2.0,11.843422928641308
5.0,10000000.0,,32.78688524590164,Medium,2.0,High,Adequate,2.0,2.0,2.0,,,,electricity,yes,,0,12.0,month,0,0,0,2.0,3.3466401061363023
4.0,10000000.0,Close,32.78688524590164,Medium,2.0,High,Adequate,2.0,2.0,2.0,1.0,,5.0,gas,yes,-1.0,0,12.0,month,0,0,0,2.0,3.3466401061363023
7.0,6000000.0,Far,40.0,High,2.0,High,Diverse,2.0,2.0,2.0,,,10.0,gas,yes,,0,8.0,day,0,0,0,1.0,3.265986323710904
11.0,,Far,,,2.0,High,Diverse,2.0,2.0,2.0,,,10.0,electricity,yes,,1,32.0,week,1,0,0,0.0,12.110601416389969
11.0,9000000.0,Close,21.176470588235293,Medium,1.3333333333333333,Low,Diverse,1.0,2.0,1.0,,,0.0,electricity,yes,,0,46.0,day,0,0,0,2.0,11.621818561080133
